Company,Origin,REF,Review Date,Cocoa Percent,Location,Rating
Noir d' Ebine,Venezuela,837,2012,70%,U.S.A.,3
Noir d' Ebine,Ecuador,841,2012,70%,U.S.A.,3
Nova Monda,"La Patriota, cacao Indio, purple label",931,2012,70%,Nicaragua,3
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,75%,Niacragua,2.75
Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,80%,Nicaragua,3.25
Nuance,"Ghana, 2013",1454,2015,70%,U.S.A.,3.75
Nuance,"Ecuador, 2013",1458,2015,70%,U.S.A.,2.75
Nuance,"Canoabo, 2013",1458,2015,70%,U.S.A.,3
Nuance,"Sambirano Valley, 2012",1458,2015,70%,U.S.A.,3.5
Nuance,La Red,1470,2015,70%,U.S.A.,3.75
Nugali,Fazenda Leolinda,1876,2016,70%,Brazil,3.5
Oakland Chocolate Co.,Jamaica,478,2010,70%,U.S.A.,2.5
Obolo,Pangoa,1638,2015,70%,Chile,3.75
Obolo,"Pangoa, w/ nibs",1638,2015,70%,Chile,3.75
Ocelot,Virunga,1558,2015,70%,Scotland,3.75
Ocelot,Piura,1558,2015,75%,Scotland,4
Ocho,Sang Yum Coop,1760,2016,100%,New Zealand,2.75
Ocho,Sang Yum Coop,1760,2016,70%,New Zealand,3.5
Ocho,"PNG, Devotion",1411,2014,66%,New Zealand,2.75
Ocho,"PNG, Revolution",1411,2014,70%,New Zealand,3
Ocho,"PNG, Voodoo",1411,2014,88%,New Zealand,3.25
Ocho,"PNG, Nib Bar",1411,2014,74%,New Zealand,3.5
Ohiyo,"San Juan Estate, Gran Couva",1594,2015,70%,U.S.A.,2.75
Ohiyo,Tanzania,1598,2015,70%,U.S.A.,3
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,2011,70%,Germany,3.5
Olive and Sinclair,Dominican Republic prototype,486,2010,72%,U.S.A.,3
Olive and Sinclair,Ghana prototype,486,2010,72%,U.S.A.,3
Olive and Sinclair,Dark 67,457,2009,67%,U.S.A.,2.75
Olive and Sinclair,Dark 75,457,2009,75%,U.S.A.,3
Olivia,Carribean-Raw,688,2011,76%,Canada,2
Olivia,Carribean,688,2011,76%,Canada,2.75
Olivia,Carribean,688,2011,85%,Canada,2.75
Olivia,Carribean-Raw,688,2011,85%,Canada,3
Omanhene,Ghana,693,2011,80%,Ghana,2.75
Omnom,"Kakao Kamili, Kilombero Valley",1816,2016,70%,Iceland,3.75
Omnom,Papua New Guinea,1247,2014,70%,Iceland,3
Omnom,Madagascar,1247,2014,66%,Iceland,3.5
organicfair,Maya Mountain,1161,2013,74%,Canada,2.75
organicfair,La Red,1165,2013,72%,Canada,2.75
organicfair,Nicaraqua,1165,2013,72%,Canada,2.75
organicfair,Caribe,1165,2013,72%,Canada,3
organicfair,Mindo,1165,2013,72%,Canada,3
Original Beans (Felchlin),Papua Kerafat,1438,2014,68%,Switzerland,2.75
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,80%,Switzerland,3.25
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,66%,Switzerland,3.75
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331,2009,70%,Switzerland,3
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,75%,Switzerland,3
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,68%,Switzerland,3.25
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,2009,60%,U.S.A.,3
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",24,2006,60%,U.S.A.,3
Orquidea,Peru,859,2012,65%,Peru,3
Orquidea,Peru,859,2012,72%,Peru,3
Pacari,"Sierra Nevada, Tutu Iku",1848,2016,70%,Ecuador,4
Pacari,Garaua,1415,2014,70%,Ecuador,3.25
Pacari,Cumbia,1415,2014,70%,Ecuador,3.5
Pacari,Montubia,1415,2014,70%,Ecuador,3.75
Pacari,Tangara,1415,2014,70%,Ecuador,4
Pacari,"Ecuador, raw",817,2012,85%,Ecuador,2.75
Pacari,Piura,863,2012,70%,Ecuador,4
Pacari,Nube- prototype,721,2011,70%,Ecuador,3.5
Pacari,Esmeraldas,224,2008,60%,Ecuador,2.5
Pacari,Manabi,224,2008,65%,Ecuador,2.75
Pacari,Los Rios,224,2008,72%,Ecuador,3
Pacari,Raw,266,2008,100%,Ecuador,2
Pacari,Raw,266,2008,70%,Ecuador,3.5
Palette de Bine,Lachua,1720,2016,70%,Canada,2.75
Palette de Bine,Maya Mtn,1720,2016,72%,Canada,3
Palette de Bine,"Silvestre, La Paz, Beni",1570,2015,70%,Canada,3.25
Palette de Bine,"San Juan Estate, Gran Couva",1570,2015,70%,Canada,3.25
Palette de Bine,Kokoa Kamili,1574,2015,72%,Canada,3.5
Palette de Bine,Lam Dong,1574,2015,72%,Canada,3.75
Palette de Bine,"Alto Beni, Palos Blancos",1239,2014,72%,Canada,2.75
Palette de Bine,Sambirano,1239,2014,78%,Canada,3.75
Palette de Bine,"Camino Verde P., Balao, Guayas",1303,2014,75%,Canada,2.75
Palette de Bine,Duo- Gran Couva & Camino Verde,1399,2014,75%,Canada,3.5
Palette de Bine,Gran Couva,1399,2014,70%,Canada,3.75
Pangea,Matasawalevu,1860,2016,76%,Spain,3
Park 75,South America,1363,2014,65%,U.S.A.,3.5
Parliament,Kilombero Valley,1856,2016,70%,U.S.A.,3.25
Parliament,"Lachua, Q'egchi families",1542,2015,70%,U.S.A.,3.5
Parliament,Alto Beni,1251,2014,70%,U.S.A.,3
Parliament,Oko Caribe,1255,2014,70%,U.S.A.,3.5
Pascha,Peru,1137,2013,55%,Peru,2.5
Pascha,Peru,1137,2013,70%,Peru,2.75
Patric,Signature Blend,636,2011,70%,U.S.A.,3.75
Patric,Madagascar,331,2009,75%,U.S.A.,4
Patric,Madagascar,439,2009,67%,U.S.A.,3.5
Patric,"Rio Caribe, Paria Penninsula",439,2009,70%,U.S.A.,3.5
Patric,Madagascar,196,2007,70%,U.S.A.,4
Patric,"Piura, Choc. Garage Exclusive",1034,2013,67%,U.S.A.,4
Paul Young,"Madagascar, w/ shell",1271,2014,73%,U.K.,2.25
Paul Young,"Madagascar, w/ shell",1271,2014,64%,U.K.,2.75
Peppalo,Dominican Republic,1454,2015,82%,U.S.A.,3
Pierre Marcolini,"Haut Penja, w/ nibs",1658,2015,70%,Belgium,3.25
Pierre Marcolini,Chuao,478,2010,75%,Belgium,3
Pierre Marcolini,Trinite,478,2010,75%,Belgium,3.25
Pierre Marcolini,"Baracoa, Cuba",516,2010,78%,Belgium,3.75
Pierre Marcolini,"Peru, Las Pampas P.",531,2010,85%,Belgium,3
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414,2009,72%,Belgium,3
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",445,2009,72%,Belgium,3
Pierre Marcolini,Cabosse,111,2007,70%,Belgium,4
Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",129,2007,72%,Belgium,3.75
Pierre Marcolini,"Sambirano, Ambanja, Madagascar",141,2007,72%,Belgium,4
Pierre Marcolini,Fleur de Cacao,166,2007,85%,Belgium,3.5
Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",81,2006,72%,Belgium,4
Pierre Marcolini,"Kendem Lembu, Java",93,2006,72%,Belgium,3
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",93,2006,72%,Belgium,4
Pinellas,Wampusirpi Region,1772,2016,80%,U.S.A.,2.5
Pitch Dark,Tenor,1506,2015,62%,U.S.A.,2.5
Pitch Dark,Johe,1506,2015,80%,U.S.A.,2.75
Pitch Dark,Chuno,1510,2015,80%,U.S.A.,2.75
Pitch Dark,Nicalizo,1510,2015,80%,U.S.A.,2.75
Pitch Dark,Rugoso,1510,2015,80%,U.S.A.,3.25
Pitch Dark,Akesson Estate,1311,2014,73%,U.S.A.,3.25
Pitch Dark,Namau Village,1315,2014,73%,U.S.A.,2.5
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,73%,U.S.A.,3.25
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,73%,U.S.A.,3.5
Pomm (aka Dead Dog),"La Red, 2011",829,2012,76%,U.S.A.,2.5
Pomm (aka Dead Dog),Peru,829,2012,82%,U.S.A.,2.75
Potomac,"Oko Caribe, Duarte Province, 2016 H.",1820,2016,70%,U.S.A.,3.75
Potomac,"Cuyagua, 2013",1387,2014,70%,U.S.A.,3.75
Potomac,Upala w/ nibs,647,2011,70%,U.S.A.,3.5
Potomac,"Upala, Batch 18",654,2011,70%,U.S.A.,3
Potomac,"San Martin, Amazonian Highlands",789,2011,70%,U.S.A.,2.75
Potomac,Bahia,789,2011,70%,U.S.A.,3.5
Potomac,"Upala, Batch 12",607,2010,82%,U.S.A.,3.75
Pralus,Peru,1446,2015,75%,France,3.25
Pralus,"Porcelana, S. of Lake Maracaibo",717,2011,75%,France,3.25
Pralus,Chuao,486,2010,75%,France,3.5
Pralus,Cuyagua,451,2009,75%,France,2
Pralus,Papouasie,199,2008,75%,France,3
Pralus,"Sambirano Valley, Le 100%",202,2008,100%,France,3
Pralus,Dominican Republic-Organic,280,2008,75%,France,2
Pralus,"Monte Alegre, Diego Badero",280,2008,75%,France,3.5
Pralus,Claudio Corallo w/ nibs,162,2007,75%,France,4
Pralus,"Monte Alegre (Itacare), Brazil",105,2006,75%,France,3
Pralus,Tanzania,105,2006,75%,France,3.5
Pralus,Sao Tome & Principe,5,2006,75%,France,3.5
Pralus,Trinidad,5,2006,75%,France,3.5
Pralus,"Madagascar, Nosy Be Isle.",5,2006,75%,France,3.75
Pralus,"Java, Indonesie",32,2006,75%,France,3.5
Pralus,"Barlovento, Venezuela",32,2006,75%,France,3.5
Pralus,Jamaique,32,2006,75%,France,4
Pralus,Equateur,40,2006,75%,France,3
Pralus,Vanuatu,40,2006,75%,France,3
Pralus,Ghana,40,2006,75%,France,3.25
Pralus,Colombie,40,2006,75%,France,3.5
Pralus,Fortissima,93,2006,80%,France,4
Pralus,Cuba,99,2006,75%,France,3
Pralus,"Caracas, Venezuela and Ghana",99,2006,75%,France,3
Pralus,"Djakarta, Java and Ghana",99,2006,75%,France,3.5
Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",1872,2016,77%,U.K.,3.5
Pump Street Bakery,"Crayfish Bay Estate, 2014",1502,2015,70%,U.K.,3.5
Pump Street Bakery,"Akesson's, batch 4411",1530,2015,74%,U.K.,3.5
Pump Street Bakery,Honduras,1688,2015,80%,U.K.,2.75
Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",1223,2014,75%,U.K.,2.75
Pump Street Bakery,Guantupi River,1223,2014,75%,U.K.,3
Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",1223,2014,72%,U.K.,3.25
Pump Street Bakery,Guantupi River,1227,2014,85%,U.K.,2.75
Pura Delizia,Venezuela,931,2012,73%,Italy,2.75
Q Chocolate,Brazil,1057,2013,75%,Brazil,3.25
Q Chocolate,Brazil,1057,2013,85%,Brazil,3.5
Q Chocolate,Brazil,1069,2013,55%,Brazil,2.75
Q Chocolate,Brazil,1069,2013,80%,Brazil,3.25
Q Chocolate,Brazil,935,2012,60%,Brazil,3
Q Chocolate,Brazil,935,2012,65%,Brazil,3.25
Quetzalli (Wolter),"Mexico, Lot 28022016",1796,2016,70%,Mexico,2.75
Quetzalli (Wolter),"Uranga, Lot 22032016",1800,2016,74%,Mexico,3
Raaka,Amazon Basin Blend,1788,2016,70%,U.S.A.,3
Raaka,Virunga,1708,2015,75%,U.S.A.,2.75
Raaka,Madagascar,959,2012,75%,U.S.A.,3.25
Raaka,La Red,785,2011,85%,U.S.A.,3.5
Rain Republic,Suchitepequez E.,470,2010,70%,Guatemala,2.75
Rancho San Jacinto,Ecuador,565,2010,75%,Eucador,3
Ranger,"San Martin, Batch 2",1558,2015,70%,U.S.A.,2.5
Ranger,"Chulucanas, Batch 1",1562,2015,80%,U.S.A.,3.25
Ranger,"Tumbes, Batch 2",1562,2015,73%,U.S.A.,3.5
Raoul Boulanger,Piura,1872,2016,75%,France,3.25
Raw Cocoa,Raw,867,2012,70%,Poland,2.5
Republica del Cacao (aka Confecta),Esmeraldas,494,2010,75%,Ecuador,3.25
Republica del Cacao (aka Confecta),"Los Rios, Vinces",439,2009,75%,Ecuador,2.5
Republica del Cacao (aka Confecta),Manabi,147,2007,75%,Ecuador,3
Republica del Cacao (aka Confecta),El Oro,147,2007,67%,Ecuador,3.5
Republica del Cacao (aka Confecta),Los Rios,170,2007,75%,Ecuador,3.75
Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,75%,U.S.A.,3.75
Ritual,"Camino Verde P., Balao, Guayas, 2014",1466,2015,85%,U.S.A.,3.5
Ritual,"Mid Mountain, 2014",1466,2015,70%,U.S.A.,3.5
Ritual,"Toledo District, Maya",1089,2013,75%,U.S.A.,3.75
Ritual,"Maranon, Cajamarca",1181,2013,75%,U.S.A.,3
Ritual,Sambirano,891,2012,75%,U.S.A.,4
Ritual,"Camino Verde P., 2012, Balao, Guayas",967,2012,75%,U.S.A.,3.25
Ritual,Gran Couva,979,2012,75%,U.S.A.,3.5
Ritual,Costa Rica,745,2011,75%,U.S.A.,3.5
Roasting Masters,"La Dorado, light roast",1844,2016,70%,South Korea,3.25
Roasting Masters,"Tapanti, light roast",1844,2016,70%,South Korea,3.25
Roasting Masters,Maleku,1844,2016,70%,South Korea,3.25
Robert (aka Chocolaterie Robert),Madagascar,1061,2013,75%,Madagascar,3.25
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061,2013,68%,Madagascar,3.25
Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",923,2012,66%,U.K.,3.5
Rogue,"La Masica, Batch 1, FHIA Research Center",1748,2016,75%,U.S.A.,3.75
Rogue,"Caranero, Choc. Garage Exclusive",1446,2015,70%,U.S.A.,3.75
Rogue,"Tranquilidad, Batch 1",1566,2015,75%,U.S.A.,3.25
Rogue,Porcelana,1209,2014,80%,U.S.A.,3.75
Rogue,"Akessons Estate, Sambirano, 2013",1038,2013,70%,U.S.A.,3.5
Rogue,"Hispaniola, 2013",1081,2013,70%,U.S.A.,3.5
Rogue,"Silvestre, Batch 7, 2013",1081,2013,75%,U.S.A.,4
Rogue,"Bachelor's Hall E., St. Thomas Parish",1193,2013,75%,U.S.A.,3.75
Rogue,"Camino Verde P., Balao, Guayas",979,2012,75%,U.S.A.,3.75
Rogue,"Silvestre, Batch 1, 2011",793,2011,75%,U.S.A.,3
Rogue,Piura,565,2010,75%,U.S.A.,3.75
Rogue,Rio Caribe,327,2009,70%,U.S.A.,3.5
Rogue,"Hispaniola, 2008",213,2008,70%,U.S.A.,2.75
Rogue,Jamaica,213,2008,70%,U.S.A.,2.75
Rogue,"Sambirano, 2008",213,2008,70%,U.S.A.,2.75
Rogue,Trinidad,213,2008,70%,U.S.A.,3
Rozsavolgyi,Sur del Lago,809,2012,84%,Hungary,2.5
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,2012,76%,Hungary,2.25
Rozsavolgyi,"Sambirano, Akesson Estate",871,2012,72%,Hungary,2.5
Rozsavolgyi,Carenero Superior,713,2011,73%,Hungary,3.5
Rozsavolgyi,Porcelana,717,2011,71%,Hungary,2.5
Rozsavolgyi,"Aragua, Trincheras",717,2011,70%,Hungary,3.5
Rozsavolgyi,Principe,765,2011,77%,Hungary,2.75
S.A.I.D.,Malgascio,607,2010,64%,Italy,3.5
S.A.I.D.,100 percent,615,2010,100%,Italy,1.5
S.A.I.D.,Samana,615,2010,70%,Italy,3
S.A.I.D.,Arawak,615,2010,72%,Italy,3.5
S.A.I.D.,Latino,615,2010,72%,Italy,3.5
Sacred,Midnight,813,2012,83%,U.S.A.,2.75
Sacred,Twilight,813,2012,69%,U.S.A.,3.25
Salgado,Bahia Superior,288,2008,70%,Argentina,3.5
Salgado,Esmeraldas,288,2008,70%,Argentina,3.5
Salgado,Carenero Superior,288,2008,70%,Argentina,3.5
Salgado,Rio Arriba,292,2008,70%,Argentina,3.5
Santander (Compania Nacional),Colombian 2008,404,2009,75%,Colombia,2.75
Santander (Compania Nacional),Colombian w/ nibs,414,2009,70%,Colombia,3
Santander (Compania Nacional),Colombian Semi Dark,32,2006,53%,Colombia,2
Santander (Compania Nacional),Colombian,32,2006,65%,Colombia,3
Santander (Compania Nacional),Colombian Dark,32,2006,70%,Colombia,4
Santome,Sao Tome,761,2011,70%,France,2.75
Scharffen Berger,San Juan de Cheni,959,2012,78%,U.S.A.,4
Scharffen Berger,Markham Valley,781,2011,68%,U.S.A.,3.75
Scharffen Berger,Camahogne,464,2010,68%,U.S.A.,3.5
Scharffen Berger,Amina,464,2010,65%,U.S.A.,3.75
Scharffen Berger,Tome Acu,336,2009,68%,U.S.A.,3.75
Scharffen Berger,Asante,336,2009,65%,U.S.A.,4
Scharffen Berger,Ben Tre,445,2009,72%,U.S.A.,3.75
Scharffen Berger,Finisterra,227,2008,72%,U.S.A.,3
Scharffen Berger,Las Islas,117,2007,72%,U.S.A.,3
Scharffen Berger,Nibby,135,2007,62%,U.S.A.,3
Scharffen Berger,Cuyagua,135,2007,75%,U.S.A.,3.75
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,75%,U.S.A.,3
Scharffen Berger,Extra Dark,15,2006,82%,U.S.A.,2
Scharffen Berger,Bittersweet,15,2006,70%,U.S.A.,3.5
Scharffen Berger,Kumasi Sambirano,40,2006,68%,U.S.A.,2
Scharffen Berger,Jamaica a l'ancienne,56,2006,70%,U.S.A.,2
Scharffen Berger,Semisweet,56,2006,62%,U.S.A.,3
Seaforth,Dominican Republic,1658,2015,70%,U.K.,2.75
Seaforth,Grenada,1658,2015,70%,U.K.,2.75
Shark Mountain,Jamaica,1450,2015,72%,U.S.A.,3.25
Shark Mountain,Papua New Guinea,1450,2015,73%,U.S.A.,3.5
Shark Mountain,Cuyagua,1466,2015,77%,U.S.A.,2.75
Shark Mountain,ROIG,1466,2015,74%,U.S.A.,3.5
Shark Mountain,Ecuador,1335,2014,75%,U.S.A.,3
Shark Mountain,"Belize, 2013",1335,2014,72%,U.S.A.,3.25
Shark's,Hilo,713,2011,73%,U.S.A.,2
Shark's,"Hilo, w/ added cocoa butter",721,2011,73%,U.S.A.,2.5
Shattel,Tingo Maria,1884,2016,70%,Peru,3.25
Shattell,Porcelana,757,2011,75%,Peru,3.5
Sibu,Oro,1586,2015,82%,Costa Rica,3.25
Sibu,Oscuro,1586,2015,70%,Costa Rica,3.5
Sibu Sura,Peru,911,2012,70%,U.S.A.,2.5
Silvio Bessone,Maya Belize,717,2011,67%,Italy,3
Silvio Bessone,"Trintade, Sao Tome",725,2011,65%,Italy,3.25
Silvio Bessone,"Bahia, Scavina",729,2011,60%,Italy,3.25
Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,68%,Italy,3
Sirene,Wild Bolivia,1788,2016,73%,Canada,3.5
Sirene,Kokoa Kamili Coop,1856,2016,73%,Canada,3.5
Sirene,"Esmeraldas, Salazar Farm",1860,2016,73%,Canada,3.75
Sirene,"Somia Plantation, 2012",1502,2015,100%,Canada,3
Sirene,"Camino Verde P., Balao, Guayas, 2012",1506,2015,100%,Canada,3
Sirene,Lachua w/ cane sugar,1614,2015,73%,Canada,3
Sirene,"Lachua w/ maple sugar, batch 5",1614,2015,73%,Canada,3.25
Sirene,Pisa,1650,2015,73%,Canada,3.25
Sirene,"Somia Plantation, 2012",1339,2014,67%,Canada,3.75
Sirene,"Somia Plantation, 2012",1339,2014,73%,Canada,3.75
Sirene,"Camino Verde P., Balao, Guayas",1343,2014,73%,Canada,3.75
Sjolinds,Ghana,1454,2015,70%,U.S.A.,2.75
Sjolinds,Nicaragua,1462,2015,72%,U.S.A.,3
"Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,70%,Australia,3.5
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,70%,Australia,3.75
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,70%,Australia,4
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,70%,Australia,3.75
"Smooth Chocolator, The",Tien Giang,1864,2016,70%,Australia,3
"Smooth Chocolator, The",Australia,1864,2016,67%,Australia,3.75
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,70%,Australia,3.25
"Smooth Chocolator, The",Akesson's Estate,1618,2015,65%,Australia,3.25
"Smooth Chocolator, The",Akesson's Estate,1622,2015,70%,Australia,3.5
"Smooth Chocolator, The",Kokoa Kamili,1622,2015,67%,Australia,3.75
"Smooth Chocolator, The",San Juan Estate,1622,2015,70%,Australia,3.75
"Smooth Chocolator, The",Camino Verde,1622,2015,72%,Australia,4
"Smooth Chocolator, The",Bolivia,1626,2015,72%,Australia,2.75
"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,65%,Australia,3.5
"Smooth Chocolator, The","Maranon, batch 2",1666,2015,67%,Australia,3
"Smooth Chocolator, The","Chuao, batch 3",1666,2015,70%,Australia,3.75
Snake & Butterfly,Ghana,693,2011,67%,U.S.A.,1.5
Snake & Butterfly,Madagascar,502,2010,68%,U.S.A.,3
Snake & Butterfly,Ecuador,502,2010,68%,U.S.A.,3.25
Sol Cacao,"Ecuador, Batch 1",1812,2016,70%,U.S.A.,3.5
Sol Cacao,Madagascar,1518,2015,72%,U.S.A.,3
Solkiki,"Maranon, Fortunato No. 4",1840,2016,68%,U.K.,2.75
Solkiki,"Castillo, Hispaniola, unroasted",1840,2016,85%,U.K.,2.75
Solomons Gold,Solomon Island,1792,2016,70%,New Zealand,3.25
Solomons Gold,Solomon Island w/ nibs,1796,2016,75%,New Zealand,3.25
Solstice,Bundibugyo,1335,2014,70%,U.S.A.,3
Solstice,Sambirano,1157,2013,70%,U.S.A.,3
Solstice,Amazonas,1157,2013,70%,U.S.A.,3
Solstice,Bolivia,1161,2013,70%,U.S.A.,3.25
Solstice,San Martin,1161,2013,70%,U.S.A.,3.25
Solstice,Wasatch,1161,2013,70%,U.S.A.,3.5
Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,62%,Canada,3.5
Soma,"Sambirano Valley, Black Science, B-60307.0",1820,2016,70%,Canada,3.5
Soma,"Bahia Black, batch bra50722.1",1828,2016,70%,Canada,3.5
Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75%,Canada,3.75
Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,70%,Canada,3.75
Soma,"Tien Giang, Black S., batch VIT60420.0",1828,2016,70%,Canada,4
Soma,"Camino Verde, Black S., batch cvu6030.0",1832,2016,70%,Canada,3.25
Soma,CSB Chama,1594,2015,70%,Canada,3.5
Soma,Porcelana,1594,2015,75%,Canada,4
Soma,"La Tronca, Matagalpa",1227,2014,70%,Canada,3.5
Soma,Maranon Canyon,1259,2014,70%,Canada,3.75
Soma,La Dalia,1307,2014,70%,Canada,3.25
Soma,"Camino Verde P., Balao, Guayas",1307,2014,80%,Canada,3.5
Soma,"Espiritu Santo, 'Smoke Monster'",1307,2014,70%,Canada,3.75
Soma,Little Big Man,1339,2014,70%,Canada,3.25
Soma,"Rizek Cacao, Domin. Rep.",1019,2013,77%,Canada,3.75
Soma,Java,1030,2013,70%,Canada,3.25
Soma,"Apurimac, El Quinacho Co-op",1073,2013,70%,Canada,2.75
Soma,"Sangre Grande P., Trinidad",1073,2013,70%,Canada,3.75
Soma,Chef's Blend,1077,2013,70%,Canada,3.25
Soma,Patanemo,1077,2013,70%,Canada,3.75
Soma,Crazy 88,1077,2013,88%,Canada,4
Soma,"Maracaibo, El Vigia",1077,2013,70%,Canada,4
Soma,Equator,1081,2013,67%,Canada,4
Soma,Orinoco,1173,2013,70%,Canada,3.25
Soma,"Bachelor's Hall E., St. Thomas Parish",1177,2013,70%,Canada,4
Soma,Noula Coop,817,2012,70%,Canada,3.25
Soma,O'ahu,833,2012,70%,Canada,3.75
Soma,"Dual Origins, Sambirano, Elvesia",867,2012,70%,Canada,4
Soma,"Dancing in Your Head, 5 bean blend",867,2012,70%,Canada,4
Soma,Cahabon Region,951,2012,70%,Canada,3.5
Soma,Carenero Superior,951,2012,70%,Canada,3.75
Soma,Eastern Promises,967,2012,70%,Canada,3.5
Soma,Papua New Guinea,983,2012,85%,Canada,3.5
Soma,"Grenada, Black Science",676,2011,70%,Canada,2.75
Soma,"Alto Beni, Wild Bolivian",676,2011,70%,Canada,3.5
Soma,Peruvian,676,2011,64%,Canada,4
Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,70%,Canada,4
Soma,"Elvesia P., Black Science",682,2011,70%,Canada,3.75
Soma,Chuao,688,2011,70%,Canada,3.5
Soma,Black Science Blend 1,607,2010,70%,Canada,3.75
Soma,Hispaniola,377,2009,70%,Canada,3
Soma,Africa,377,2009,70%,Canada,3.5
Soma,Conacado,387,2009,70%,Canada,3
Soma,Papua New Guinea,387,2009,70%,Canada,3.5
Soma,Madagascar,387,2009,70%,Canada,3.75
Soma,Ocumare,387,2009,70%,Canada,3.75
Somerville,Nicaragua,1367,2014,70%,U.S.A.,3.25
Somerville,"Hawaiian, Big Island",1395,2014,70%,U.S.A.,3.5
Soul,Dominican Republic,1932,2017,70%,Canada,3.25
Soul,Madagascar,1936,2017,70%,Canada,3.5
Soul,Venezuela,1936,2017,75%,Canada,3.5
Soul,Ecuador,1936,2017,75%,Canada,3.25
Soul,Papua New Guinea,1936,2017,77%,Canada,3.25
Soul,Tanzania,1940,2017,80%,Canada,3.5
Spagnvola,AgroCriso Plantation,793,2012,70%,U.S.A.,3
Spagnvola,AgroCriso Plantation,793,2012,80%,U.S.A.,3
Spagnvola,AgroCriso Plantation,793,2012,75%,U.S.A.,3.25
Spencer,Dominican Republic,1932,2017,70%,U.S.A.,3.75
Spencer,Ecuador,1932,2017,70%,U.S.A.,3.5
Spencer,Peru,1932,2017,70%,U.S.A.,2.75
Spencer,"Dominican Republic, lot D82R",1792,2016,70%,Australia,3.5
Spencer,"Ecuador, lot E432314L",1792,2016,70%,Australia,3.75
Spencer,"Madagascar, lot M0403R",1792,2016,70%,Australia,3.75
Spencer,Malekula Island,1434,2014,72%,Australia,2.75
Sprungli (Felchlin),Alto Beni,1057,2013,70%,Switzerland,3
SRSLY,Dominican Republic,1113,2013,70%,U.S.A.,3
SRSLY,Dominican Republic,1121,2013,84%,U.S.A.,2.25
Starchild,"Bolivar, Arriba",1634,2015,70%,U.S.A.,3
Starchild,Hispaniola,1692,2015,70%,U.S.A.,3
Starchild,Cacao Verapaz,1692,2015,70%,U.S.A.,3
Starchild,Rio Tuma,1692,2015,70%,U.S.A.,3
Starchild,Sambirano Valley,1696,2015,70%,U.S.A.,3
Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",859,2012,68%,Switzerland,2.75
Stella (aka Bernrain),India,729,2011,72%,Switzerland,3.25
Stone Grindz,"Ecuador, Midnight Dark",1291,2014,84%,U.S.A.,3.5
Stone Grindz,"Ecuador, Twilght Dark",1291,2014,70%,U.S.A.,3.5
StRita Supreme,"Samar, East Visayas region",939,2012,65%,U.S.A.,2.5
StRita Supreme,"Samar, East Visayas region",943,2012,70%,U.S.A.,2.5
StRita Supreme,"Samar, East Visayas region",943,2012,75%,U.S.A.,2.75
Sublime Origins,Sambirano,1157,2013,67%,U.S.A.,2.75
Sublime Origins,Moho Valley,1157,2013,78%,U.S.A.,3.25
