Company,Origin,Ref,ReviewDate,CocoaPercent,Location,Rating
Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72.00,U.S.A.,3.50
Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72.00,U.S.A.,3.50
Castronovo,Sierra Nevada,1347,2014,72.00,U.S.A.,3.50
Castronovo,Arauca,1371,2014,76.00,U.S.A.,3.50
Castronovo,Conacado,1101,2013,73.00,U.S.A.,3.50
Chequessett,la Amistad,1235,2014,70.00,U.S.A.,3.50
Chloe Chocolat,Blend No. 1,672,2011,70.00,France,3.50
Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70.00,South Korea,3.50
Chocolate Makers,"Congo, Gorilla bar",1530,2015,68.00,Amsterdam,3.50
Chocovic,Sambirano,478,2010,71.00,Spain,3.50
Chocovic,Ocumare,209,2008,71.00,Spain,3.50
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73.00,U.S.A.,3.50
Condor,Camino Verde,1630,2015,76.00,U.S.A.,3.50
Coppeneur,Ghana Puristique,813,2012,85.00,Germany,3.50
Coppeneur,Madagascar,959,2012,70.00,Germany,3.50
Coppeneur,Chuao 100hr,451,2009,70.00,Germany,3.50
Cravve,Djual Island,975,2012,75.00,Australia,3.50
Damson,Los Rios,1610,2015,70.00,U.K.,3.50
Dandelion,Maya Mountain,1219,2014,70.00,U.S.A.,3.50
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70.00,U.S.A.,3.50
Dandelion,"Mantuano, 2012",1085,2013,70.00,U.S.A.,3.50
Dandelion,Papua New Guinea,1153,2013,70.00,U.S.A.,3.50
Danta,Los Ujuxtes,661,2011,60.00,Guatemala,3.50
De Mendes,"Nativo, Varzea",1462,2015,72.00,Brazil,3.50
De Mendes,"Selvagem, Jari",1462,2015,65.00,Brazil,3.50
DeVries,Costa Rica,166,2007,77.00,U.S.A.,3.50
DeVries,Dominican Republic,166,2007,77.00,U.S.A.,3.50
Dick Taylor,Tien Giang,1864,2016,78.00,U.S.A.,3.50
Dick Taylor,Elvesia,1235,2014,74.00,U.S.A.,3.50
Dick Taylor,Camino Verde,1193,2013,76.00,U.S.A.,3.50
Doble & Bignall,Johe,1407,2014,72.00,U.K.,3.50
Domori,Morogoro,863,2012,70.00,Italy,3.50
Domori,"Canoabo, Hacienda San Jose",693,2011,70.00,Italy,3.50
Domori,Blend No. 1,272,2008,78.00,Italy,3.50
Domori,Madagascar,135,2007,70.00,Italy,3.50
Domori,Madagared,192,2007,70.00,Italy,3.50
Domori,Carenero Superior,87,2006,70.00,Italy,3.50
Duffy's,"Chuno, Xoco",1331,2014,70.00,U.K.,3.50
Duffy's,Dominican Republic,661,2011,65.00,U.K.,3.50
Duffy's,Ocumare,765,2011,71.00,U.K.,3.50
Duffy's,Panama,516,2010,70.00,U.K.,3.50
Durci,"Maranon, Joya Rara",1626,2015,70.00,U.S.A.,3.50
Durci,"Rio Caribe, Tepui Treasure",1626,2015,70.00,U.S.A.,3.50
East Van Roasters,Madagascar,1343,2014,70.00,Canada,3.50
Emily's,Peru,1454,2015,78.00,Japan,3.50
Escazu,Carenero Superior,423,2009,81.00,U.S.A.,3.50
Ethereal,Ecuador,1275,2014,80.00,U.S.A.,3.50
Felchlin,Grenada,494,2010,58.00,Switzerland,3.50
Felchlin,Arriba,48,2006,72.00,Switzerland,3.50
Fossa,"Camino Verde P., Balao, Guayas",1776,2016,75.00,Singapore,3.50
Franceschi,Choroni,1355,2014,70.00,Venezuela,3.50
Franceschi,Sur del Lago,915,2012,60.00,Venezuela,3.50
Frederic Blondeel,Costa Rica,1538,2015,70.00,Belgium,3.50
Frederic Blondeel,Peru Brutus,1538,2015,75.00,Belgium,3.50
Frederic Blondeel,Ghana,1351,2014,60.00,Belgium,3.50
Frederic Blondeel,Madagascar,1351,2014,65.00,Belgium,3.50
French Broad,"Norandino, batch 161208",1940,2017,70.00,U.S.A.,3.50
French Broad,Guatemala,1634,2015,73.00,U.S.A.,3.50
French Broad,"Palo Blanco, Chulucanas",1042,2013,66.00,U.S.A.,3.50
French Broad,"Palo Blanco, Chulucanas",883,2012,61.00,U.S.A.,3.50
French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,70.00,U.S.A.,3.50
French Broad,La Red,785,2011,65.00,U.S.A.,3.50
Fresco,"Maranon, #227, LR, MC",1383,2014,70.00,U.S.A.,3.50
Fresco,"Maranon, #229, MR, LC",1383,2014,70.00,U.S.A.,3.50
Fresco,"Maranon, #230, DR, LC",1387,2014,70.00,U.S.A.,3.50
Fresco,"Markham Valley, #219, LR, MC",899,2012,69.00,U.S.A.,3.50
Fresco,"Markham Valley, #221, DR, MC",899,2012,69.00,U.S.A.,3.50
Fresco,"Conacado, #212, LR, SC",642,2011,72.00,U.S.A.,3.50
Fresco,"Jamaica, #210, DR, MC",642,2011,70.00,U.S.A.,3.50
Fresco,"Carenero Superior, #203, MR, SC",370,2009,65.00,U.S.A.,3.50
Friis Holm,"Rugoso, Bad Fermentation",1912,2016,70.00,Denmark,3.50
Friis Holm (Bonnat),La Dalia,1259,2014,70.00,Denmark,3.50
Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,70.00,Denmark,3.50
Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70.00,Denmark,3.50
Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70.00,Denmark,3.50
Georgia Ramon,Conacado Coop,1646,2015,70.00,Germany,3.50
Georgia Ramon,Conacado Coop,1646,2015,80.00,Germany,3.50
Georgia Ramon,Akesson P.,1646,2015,75.00,Germany,3.50
Glennmade,"Toledo District, 2015 Harvest",1848,2016,70.00,U.S.A.,3.50
Green Bean to Bar,Madagascar,1896,2016,70.00,Japan,3.50
Guittard,Ecuador,1053,2013,65.00,U.S.A.,3.50
Guittard,Complexite,387,2009,70.00,U.S.A.,3.50
Guittard,Ocumare,276,2008,65.00,U.S.A.,3.50
Guittard,Quetzalcoatl,147,2007,72.00,U.S.A.,3.50
Guittard,"Sambirano, Ambanja",87,2006,65.00,U.S.A.,3.50
Guittard,"Los Rios, Quevedo",93,2006,65.00,U.S.A.,3.50
Guittard,Tsaranta,93,2006,61.00,U.S.A.,3.50
Habitual,Trinitario,1197,2014,70.00,Canada,3.50
Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,77.00,U.S.A.,3.50
Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,74.00,U.S.A.,3.50
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,74.00,U.S.A.,3.50
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67.00,U.S.A.,3.50
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72.00,U.S.A.,3.50
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70.00,U.S.A.,3.50
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77.00,U.S.A.,3.50
hello cocoa,Venezuela,1462,2015,74.00,U.S.A.,3.50
Hogarth,Gran Blanco,1712,2016,66.00,New Zealand,3.50
Hoja Verde (Tulicorp),Manabi,414,2009,58.00,Ecuador,3.50
Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,70.00,Israel,3.50
Holy Cacao,Sambirano,1466,2015,70.00,Israel,3.50
Holy Cacao,Gran Couva,1466,2015,70.00,Israel,3.50
Holy Cacao,Mara,1466,2015,70.00,Israel,3.50
Holy Cacao,San Martin,431,2009,70.00,Israel,3.50
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,80.00,U.K.,3.50
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,82.00,U.K.,3.50
Hotel Chocolat (Coppeneur),Sambirano,809,2012,66.00,U.K.,3.50
Hummingbird,Lam Dong,1542,2015,70.00,Canada,3.50
Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,70.00,Canada,3.50
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,72.00,Switzerland,3.50
Isidro,Madagascar,1275,2014,72.00,U.S.A.,3.50
Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,70.00,U.S.A.,3.50
Just Good Chocolate,Belize,1375,2014,70.00,U.S.A.,3.50
Just Good Chocolate,Madagascar,1375,2014,70.00,U.S.A.,3.50
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70.00,Domincan Republic,3.50
Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,70.00,Ecuador,3.50
L.A. Burdick (Felchlin),Madagascar,431,2009,64.00,U.S.A.,3.50
La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,66.00,France,3.50
La Maison du Chocolat (Valrhona),Grenada,741,2011,68.00,France,3.50
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69.00,France,3.50
La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74.00,France,3.50
Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75.00,France,3.50
Lajedo do Ouro,Catongo,927,2012,70.00,Brazil,3.50
L'Amourette,Rugoso,1784,2016,80.00,U.S.A.,3.50
Letterpress,"La Masica, Batch 7, FHIA",1952,2017,70.00,U.S.A.,3.50
Letterpress,"San Juan Estate, Gran Couva",1562,2015,70.00,U.S.A.,3.50
Letterpress,Kokoa Kamili,1566,2015,70.00,U.S.A.,3.50
Letterpress,Maranura,1371,2014,70.00,U.S.A.,3.50
Levy,Sambirano,1231,2014,71.00,Finland,3.50
Lillie Belle,Perfect Illusion,855,2012,65.00,U.S.A.,3.50
Lillie Belle,"Bolivia, Wild Thing",903,2012,68.00,U.S.A.,3.50
Lillie Belle,Wild Thing,947,2012,68.00,U.S.A.,3.50
Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,70.00,U.S.A.,3.50
Luker,Santander,552,2010,65.00,Colombia,3.50
Madecasse (Cinagra),Madagascar,284,2008,67.00,Madagascar,3.50
Madecasse (Cinagra),Madagascar,288,2008,75.00,Madagascar,3.50
Madre,Guadalcanal,1940,2017,73.00,U.S.A.,3.50
Madre,Brazil,1085,2013,70.00,U.S.A.,3.50
Madre,Kaua'i,995,2012,70.00,U.S.A.,3.50
Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,73.00,Madagascar,3.50
Malagos,"Davao, Mt. Talamo foothills",1121,2013,65.00,Philippines,3.50
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55.00,U.S.A.,3.50
Manoa,Markham Valley,1522,2015,72.00,U.S.A.,3.50
Manufaktura Czekolady,Peru,1848,2016,70.00,Poland,3.50
Manufaktura Czekolady,Kolumbia,1279,2014,85.00,Poland,3.50
Manufaktura Czekolady,Grand Cru Ghana,871,2012,70.00,Poland,3.50
Map Chocolate,"ROIG, 2014",1474,2015,70.00,U.S.A.,3.50
Map Chocolate,"Maranon, 2014",1474,2015,62.00,U.S.A.,3.50
Map Chocolate,Ecuador,1478,2015,70.00,U.S.A.,3.50
Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,70.00,U.S.A.,3.50
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,68.00,U.S.A.,3.50
Map Chocolate,Le Chocolat Chaud,1634,2015,78.00,U.S.A.,3.50
Marou,Ben Tre,1650,2015,68.00,Vietnam,3.50
Marou,"Tan Phu Dong, Treasure Island",1149,2013,75.00,Vietnam,3.50
Marou,Ba Ria,845,2012,76.00,Vietnam,3.50
Marou,Dong Nai,845,2012,72.00,Vietnam,3.50
Marou,"Tien Giang, Gao Co-op",845,2012,70.00,Vietnam,3.50
Marou,Ben Tre,849,2012,78.00,Vietnam,3.50
Marou,Lam Dong,955,2012,74.00,Vietnam,3.50
Mars,"Ghana, prototype",544,2010,65.00,U.S.A.,3.50
Mast Brothers,Shake Shack,959,2012,73.00,U.S.A.,3.50
Mast Brothers,Brooklyn Blend,672,2011,72.00,U.S.A.,3.50
Mast Brothers,Moho River,773,2011,70.00,U.S.A.,3.50
Matale,"Malekula P., 2013",1177,2013,72.00,Australia,3.50
Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,63.00,U.S.A.,3.50
Meadowlands,Dominican Republic,1291,2014,70.00,U.S.A.,3.50
Mesocacao,Honduras,1347,2014,70.00,Honduras,3.50
Mesocacao,"La Tronca, Matagalpa",1351,2014,80.00,Honduras,3.50
Metiisto,Akesson Estate,1267,2014,72.00,Sweden,3.50
Metropolitan,South America,1688,2015,70.00,Amsterdam,3.50
Michel Cluizel,"Carenero Superior, Concepcion",117,2007,66.00,France,3.50
Michel Cluizel,Vila Gracinda,135,2007,67.00,France,3.50
Middlebury,Maya Mountain,1490,2015,80.00,U.S.A.,3.50
Middlebury,San Juan Estate,1490,2015,70.00,U.S.A.,3.50
Middlebury,"Matagalpa, Cacao Bisiesto",1538,2015,70.00,U.S.A.,3.50
Millcreek Cacao Roasters,Ecuador,825,2012,70.00,U.S.A.,3.50
Minimal,"Acul-du-Nord, 2015",1920,2016,70.00,Japan,3.50
Mission,"Bahia, Fazenda Venturosa",1626,2015,70.00,Brazil,3.50
Monarque,Oko Caribe,1812,2016,72.00,Canada,3.50
Montecristi,Manabi,1654,2015,63.00,Ecuador,3.50
Montecristi,Manabi,1658,2015,85.00,Ecuador,3.50
Muchomas (Mesocacao),Nicaragua,1462,2015,70.00,U.S.A.,3.50
Muchomas (Mesocacao),Nicaragua,1462,2015,80.00,U.S.A.,3.50
Nanea,Criollo Blend,1007,2013,85.00,U.S.A.,3.50
Nathan Miller,Ghana,1403,2014,70.00,U.S.A.,3.50
Night Owl,Ecuador,1022,2013,75.00,U.S.A.,3.50
Nuance,"Sambirano Valley, 2012",1458,2015,70.00,U.S.A.,3.50
Nugali,Fazenda Leolinda,1876,2016,70.00,Brazil,3.50
Ocho,Sang Yum Coop,1760,2016,70.00,New Zealand,3.50
Ocho,"PNG, Nib Bar",1411,2014,74.00,New Zealand,3.50
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,2011,70.00,Germany,3.50
Omnom,Madagascar,1247,2014,66.00,Iceland,3.50
Pacari,Cumbia,1415,2014,70.00,Ecuador,3.50
Pacari,Nube- prototype,721,2011,70.00,Ecuador,3.50
Pacari,Raw,266,2008,70.00,Ecuador,3.50
Palette de Bine,Kokoa Kamili,1574,2015,72.00,Canada,3.50
Palette de Bine,Duo- Gran Couva & Camino Verde,1399,2014,75.00,Canada,3.50
Park 75,South America,1363,2014,65.00,U.S.A.,3.50
Parliament,"Lachua, Q'egchi families",1542,2015,70.00,U.S.A.,3.50
Parliament,Oko Caribe,1255,2014,70.00,U.S.A.,3.50
Patric,Madagascar,439,2009,67.00,U.S.A.,3.50
Patric,"Rio Caribe, Paria Penninsula",439,2009,70.00,U.S.A.,3.50
Pierre Marcolini,Fleur de Cacao,166,2007,85.00,Belgium,3.50
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,73.00,U.S.A.,3.50
Potomac,Upala w/ nibs,647,2011,70.00,U.S.A.,3.50
Potomac,Bahia,789,2011,70.00,U.S.A.,3.50
Pralus,Chuao,486,2010,75.00,France,3.50
Pralus,"Monte Alegre, Diego Badero",280,2008,75.00,France,3.50
Pralus,Tanzania,105,2006,75.00,France,3.50
Pralus,Sao Tome & Principe,5,2006,75.00,France,3.50
Pralus,Trinidad,5,2006,75.00,France,3.50
Pralus,"Java, Indonesie",32,2006,75.00,France,3.50
Pralus,"Barlovento, Venezuela",32,2006,75.00,France,3.50
Pralus,Colombie,40,2006,75.00,France,3.50
Pralus,"Djakarta, Java and Ghana",99,2006,75.00,France,3.50
Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",1872,2016,77.00,U.K.,3.50
Pump Street Bakery,"Crayfish Bay Estate, 2014",1502,2015,70.00,U.K.,3.50
Pump Street Bakery,"Akesson's, batch 4411",1530,2015,74.00,U.K.,3.50
Q Chocolate,Brazil,1057,2013,85.00,Brazil,3.50
Raaka,La Red,785,2011,85.00,U.S.A.,3.50
Ranger,"Tumbes, Batch 2",1562,2015,73.00,U.S.A.,3.50
Republica del Cacao (aka Confecta),El Oro,147,2007,67.00,Ecuador,3.50
Ritual,"Camino Verde P., Balao, Guayas, 2014",1466,2015,85.00,U.S.A.,3.50
Ritual,"Mid Mountain, 2014",1466,2015,70.00,U.S.A.,3.50
Ritual,Gran Couva,979,2012,75.00,U.S.A.,3.50
Ritual,Costa Rica,745,2011,75.00,U.S.A.,3.50
Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",923,2012,66.00,U.K.,3.50
Rogue,"Akessons Estate, Sambirano, 2013",1038,2013,70.00,U.S.A.,3.50
Rogue,"Hispaniola, 2013",1081,2013,70.00,U.S.A.,3.50
Rogue,Rio Caribe,327,2009,70.00,U.S.A.,3.50
Rozsavolgyi,Carenero Superior,713,2011,73.00,Hungary,3.50
Rozsavolgyi,"Aragua, Trincheras",717,2011,70.00,Hungary,3.50
S.A.I.D.,Malgascio,607,2010,64.00,Italy,3.50
S.A.I.D.,Arawak,615,2010,72.00,Italy,3.50
S.A.I.D.,Latino,615,2010,72.00,Italy,3.50
Salgado,Bahia Superior,288,2008,70.00,Argentina,3.50
Salgado,Esmeraldas,288,2008,70.00,Argentina,3.50
Salgado,Carenero Superior,288,2008,70.00,Argentina,3.50
Salgado,Rio Arriba,292,2008,70.00,Argentina,3.50
Scharffen Berger,Camahogne,464,2010,68.00,U.S.A.,3.50
Scharffen Berger,Bittersweet,15,2006,70.00,U.S.A.,3.50
Shark Mountain,Papua New Guinea,1450,2015,73.00,U.S.A.,3.50
Shark Mountain,ROIG,1466,2015,74.00,U.S.A.,3.50
Shattell,Porcelana,757,2011,75.00,Peru,3.50
Sibu,Oscuro,1586,2015,70.00,Costa Rica,3.50
Sirene,Wild Bolivia,1788,2016,73.00,Canada,3.50
Sirene,Kokoa Kamili Coop,1856,2016,73.00,Canada,3.50
"Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,70.00,Australia,3.50
"Smooth Chocolator, The",Akesson's Estate,1622,2015,70.00,Australia,3.50
"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,65.00,Australia,3.50
Sol Cacao,"Ecuador, Batch 1",1812,2016,70.00,U.S.A.,3.50
Solstice,Wasatch,1161,2013,70.00,U.S.A.,3.50
Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,62.00,Canada,3.50
Soma,"Sambirano Valley, Black Science, B-60307.0",1820,2016,70.00,Canada,3.50
Soma,"Bahia Black, batch bra50722.1",1828,2016,70.00,Canada,3.50
Soma,CSB Chama,1594,2015,70.00,Canada,3.50
Soma,"La Tronca, Matagalpa",1227,2014,70.00,Canada,3.50
Soma,"Camino Verde P., Balao, Guayas",1307,2014,80.00,Canada,3.50
Soma,Cahabon Region,951,2012,70.00,Canada,3.50
Soma,Eastern Promises,967,2012,70.00,Canada,3.50
Soma,Papua New Guinea,983,2012,85.00,Canada,3.50
Soma,"Alto Beni, Wild Bolivian",676,2011,70.00,Canada,3.50
Soma,Chuao,688,2011,70.00,Canada,3.50
Soma,Africa,377,2009,70.00,Canada,3.50
Soma,Papua New Guinea,387,2009,70.00,Canada,3.50
Somerville,"Hawaiian, Big Island",1395,2014,70.00,U.S.A.,3.50
Soul,Madagascar,1936,2017,70.00,Canada,3.50
Soul,Venezuela,1936,2017,75.00,Canada,3.50
Soul,Tanzania,1940,2017,80.00,Canada,3.50
Spencer,Ecuador,1932,2017,70.00,U.S.A.,3.50
Spencer,"Dominican Republic, lot D82R",1792,2016,70.00,Australia,3.50
Stone Grindz,"Ecuador, Midnight Dark",1291,2014,84.00,U.S.A.,3.50
Stone Grindz,"Ecuador, Twilght Dark",1291,2014,70.00,U.S.A.,3.50
Szanto Tibor,"Fazenda Sempre Firme, Bahia",1708,2015,70.00,Hungary,3.50
Szanto Tibor,Porcelana,1263,2014,70.00,Hungary,3.50
Szanto Tibor,"Autumn, Primary Harvest, 2012",1185,2013,70.00,Hungary,3.50
Szanto Tibor,"Spring, Secondary Harvest, 2012",1185,2013,70.00,Hungary,3.50
Tejas,Presidio,805,2012,70.00,U.S.A.,3.50
Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",971,2012,70.00,U.S.A.,3.50
Terroir,Oko Caribe,1554,2015,70.00,U.S.A.,3.50
Theo,Madagascar,162,2007,65.00,U.S.A.,3.50
Tsara (Cinagra),"Ambanja, Tsara Valley",753,2011,72.00,Madagascar,3.50
twenty-four blackbirds,"Cedeno, lot 271",1700,2015,75.00,U.S.A.,3.50
twenty-four blackbirds,Madagascar,1235,2014,75.00,U.S.A.,3.50
Valrhona,"Andoa, Grand Cru blend",1145,2013,70.00,France,3.50
Valrhona,"Loma Sotavento, 2013",1153,2013,64.00,France,3.50
Valrhona,Nyangbo,395,2009,68.00,France,3.50
Valrhona,"Sambirano, Ampamakia 2005, Millot P.",75,2006,64.00,France,3.50
Videri,Trinidad,1211,2014,75.00,U.S.A.,3.50
Videri,Mindo,1227,2014,75.00,U.S.A.,3.50
Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",951,2012,70.00,France,3.50
Wellington Chocolate Factory,Conacado,1756,2016,70.00,New Zealand,3.50
Wellington Chocolate Factory,"Piura Blanco, Norandino",1756,2016,70.00,New Zealand,3.50
Willie's Cacao,Hacienda Las Trincheras,593,2010,72.00,U.K.,3.50
Wm,"Wild Beniano, 2016, batch 128, Heirloom",1912,2016,76.00,U.S.A.,3.50
A. Morin,Agua Grande,1876,2016,63.00,France,3.75
A. Morin,Puerto Cabello,1319,2014,70.00,France,3.75
A. Morin,Equateur,1011,2013,70.00,France,3.75
A. Morin,Peru,797,2012,63.00,France,3.75
Acalli,"Chulucanas, El Platanal",1462,2015,70.00,U.S.A.,3.75
Acalli,"Tumbes, Norandino",1470,2015,70.00,U.S.A.,3.75
Akesson's (Pralus),"Bali (west), Sukrama Family, Melaya area",636,2011,75.00,Switzerland,3.75
Amano,Dos Rios,470,2010,70.00,U.S.A.,3.75
Amano,Ocumare,175,2007,70.00,U.S.A.,3.75
Amedei,"Piura, Blanco de Criollo",979,2012,70.00,Italy,3.75
Amedei,Venezuela,123,2007,70.00,Italy,3.75
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,50.00,Brazil,3.75
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,75.00,Brazil,3.75
Arete,Kokoa Kamili,1724,2016,70.00,U.S.A.,3.75
Arete,Rugoso,1904,2016,70.00,U.S.A.,3.75
Arete,Elvesia,1928,2016,70.00,U.S.A.,3.75
Arete,"Puerto Quito, heirloom",1534,2015,70.00,U.S.A.,3.75
Arete,Maya Mountain,1598,2015,70.00,U.S.A.,3.75
Artisan du Chocolat,"Colombia, Casa Luker",947,2012,72.00,U.K.,3.75
Artisan du Chocolat,Jamaica,531,2010,72.00,U.K.,3.75
Artisan du Chocolat,Congo,300,2008,72.00,U.K.,3.75
Askinosie,Mababa,1780,2016,68.00,U.S.A.,3.75
Askinosie,"Tenende, Uwate",647,2011,72.00,U.S.A.,3.75
Askinosie,Cortes,661,2011,70.00,U.S.A.,3.75
Askinosie,Davao,331,2009,77.00,U.S.A.,3.75
Bar Au Chocolat,Sambirano,983,2012,70.00,U.S.A.,3.75
Batch,Brazil,1868,2016,70.00,U.S.A.,3.75
Benoit Nihant,"Somia Plantation, Sambirano, 70hr C",773,2011,72.00,Belgium,3.75
Bittersweet Origins,2009 Hapa Nibby,502,2010,70.00,U.S.A.,3.75
Bittersweet Origins,Puerto Plata,233,2008,68.00,U.S.A.,3.75
Blue Bandana,Madagascar,911,2012,70.00,U.S.A.,3.75
Bonnat,Surfin,1418,2014,65.00,France,3.75
Bonnat,Libanio,629,2011,75.00,France,3.75
Bonnat,Trinite,24,2006,75.00,France,3.75
Brasstown aka It's Chocolate,"O'payo, Waslala",1868,2016,70.00,U.S.A.,3.75
Brasstown aka It's Chocolate,Conacado,1462,2015,68.00,U.S.A.,3.75
Brasstown aka It's Chocolate,Maya Mountain,1255,2014,70.00,U.S.A.,3.75
Cacao de Origen,"Chuao, Aragua region",1395,2014,70.00,Venezuela,3.75
Cacao Hunters,Macondo,1816,2016,71.00,Colombia,3.75
Cacao Hunters,Perla Negra,1816,2016,74.00,Colombia,3.75
Cacao Hunters,Arhuacos,1662,2015,72.00,Colombia,3.75
Cacao Prieto,"Criollo, Dominican Republic",991,2012,72.00,U.S.A.,3.75
Cacao Prieto,Dominican Republic,641,2011,66.00,U.S.A.,3.75
Cacao Sampaka,Ecuador,523,2010,71.00,Spain,3.75
Captain Pembleton,Kulili Estate,1263,2014,70.00,New Zealand,3.75
Castronovo,"Duarte, Batch 360",1570,2015,70.00,U.S.A.,3.75
Chocola'te,Madagascar,647,2011,70.00,U.S.A.,3.75
Chocola'te,Venezuela,647,2011,68.00,U.S.A.,3.75
Chocolate Makers,"Peru, Awagum bar",1530,2015,80.00,Amsterdam,3.75
"Chocolate Tree, The",Maranon,1582,2015,69.00,Scotland,3.75
"Chocolate Tree, The",Carenero Superior,1582,2015,80.00,Scotland,3.75
"Chocolate Tree, The",Peru,1121,2013,70.00,Scotland,3.75
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68.00,Canada,3.75
Claudio Corallo,Terreiro Velho P.,470,2010,73.50,Sao Tome,3.75
Compania de Chocolate (Salgado),Ocumare,292,2008,70.00,Argentina,3.75
Coppeneur,Uba Budo,821,2012,72.00,Germany,3.75
Coppeneur,Chuao 70hr,451,2009,70.00,Germany,3.75
Creo,"""heirloom"", Arriba Nacional",1736,2016,73.00,U.S.A.,3.75
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70.00,U.S.A.,3.75
Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70.00,U.S.A.,3.75
Dandelion,"Elvesia, 2011",915,2012,70.00,U.S.A.,3.75
Danta,Los Ujuxtes,987,2012,70.00,Guatemala,3.75
Danta,Sambirano,987,2012,70.00,Guatemala,3.75
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66.00,France,3.75
Dick Taylor,Lanquin Estate,1952,2017,70.00,U.S.A.,3.75
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70.00,U.S.A.,3.75
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70.00,U.S.A.,3.75
Domori,Hacienda Victoria,1672,2015,70.00,Italy,3.75
Domori,Ocumare 77,1672,2015,70.00,Italy,3.75
Domori,Guasare,863,2012,70.00,Italy,3.75
Domori,Ilblend,272,2008,70.00,Italy,3.75
Domori,"Java, Javablond",192,2007,70.00,Italy,3.75
Duffy's,"Rico Rugoso, Xoco",1331,2014,76.00,U.K.,3.75
Duffy's,Ocumare,923,2012,72.00,U.K.,3.75
Duffy's,"Indio Rojo, Xoco",623,2011,72.00,U.K.,3.75
Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72.00,U.K.,3.75
Duffy's,Star of Peru,523,2010,70.00,U.K.,3.75
East Van Roasters,Dominican Republic,1343,2014,70.00,Canada,3.75
El Ceibo,"Alto Beni, Covendo Region",709,2011,75.00,Bolivia,3.75
El Rey,San Joaquin,1662,2015,70.00,Venezuela,3.75
Ethereal,Dominican Republic,1275,2014,80.00,U.S.A.,3.75
Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67.00,Singapore,3.75
Franceschi,Ocumare,1355,2014,70.00,Venezuela,3.75
Franceschi,Canoabo,911,2012,70.00,Venezuela,3.75
